"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","mitochondrion morphogenesis","GO:0070584","1","0","11","544","1","15922","PID1"
"GO:BP","movement in host environment","GO:0052126","1","0","33","544","2","15922","PML,TRIM31"
"GO:BP","transition metal ion homeostasis","GO:0055076","1","0","112","544","6","15922","ATP13A2,SLC31A2,ABCG2,SLC11A1,SRI,B2M"
"GO:BP","potassium ion homeostasis","GO:0055075","1","0","24","544","3","15922","ATP1B2,SLC12A3,KCNJ2"
"GO:BP","calcium ion homeostasis","GO:0055074","1","0","378","544","25","15922","CD40,P2RX7,CXCL11,TRDN,CXCL10,CCL13,ATP13A2,CXCL9,CX3CR1,CCL7,CAMK2D,GHRL,CCL15,TGM2,PML,FAM20A,SRI,CCL8,CCRL2,P2RX4,CDH5,CYSLTR1,EDN1,CXCR3,ANK2"
"GO:BP","DNA cytosine deamination","GO:0070383","1","0","9","544","3","15922","APOBEC3D,APOBEC3A,APOBEC3G"
"GO:BP","movement in environment of other organism involved in symbiotic interaction","GO:0052192","1","0","33","544","2","15922","PML,TRIM31"
"GO:BP","regulation of peptidase activity","GO:0052547","1","0","321","544","21","15922","PSME2,AIM2,PSMB9,SERPING1,LAMP3,HGF,TNFSF10,ATP13A2,PSME1,JAK2,AGT,RIPK2,FAS,PSMB8,KLF4,MEFV,CASP4,CARD16,MMP9,BIRC5,PMAIP1"
"GO:BP","cadmium ion transmembrane transport","GO:0070574","1","0","3","544","1","15922","SLC11A1"
"GO:BP","positive regulation of neuron projection regeneration","GO:0070572","1","0","7","544","1","15922","SCARF1"
"GO:BP","regulation of endopeptidase activity","GO:0052548","1","0","297","544","21","15922","PSME2,AIM2,PSMB9,SERPING1,LAMP3,HGF,TNFSF10,ATP13A2,PSME1,JAK2,AGT,RIPK2,FAS,PSMB8,KLF4,MEFV,CASP4,CARD16,MMP9,BIRC5,PMAIP1"
"GO:BP","negative regulation of neuron projection regeneration","GO:0070571","1","0","10","544","1","15922","RTN4RL1"
"GO:BP","regulation of neuron projection regeneration","GO:0070570","1","0","18","544","2","15922","SCARF1,RTN4RL1"
"GO:BP","nucleotide-binding oligomerization domain containing signaling pathway","GO:0070423","1","0","34","544","3","15922","NOD2,RIPK2,CYLD"
"GO:BP","vitamin D receptor signaling pathway","GO:0070561","1","0","7","544","1","15922","PIM1"
"GO:BP","cadmium ion homeostasis","GO:0055073","1","0","2","544","1","15922","SLC11A1"
"GO:BP","positive regulation of cell division","GO:0051781","1","0","45","544","2","15922","TAL1,CDC6"
"GO:BP","meiosis I cell cycle process","GO:0061982","1","0","89","544","8","15922","TOP2A,MEIKIN,BCL2L11,CDC25A,RAD54L,SCIMP,HORMAD1,DMC1"
"GO:BP","response to interleukin-2","GO:0070669","1","0","13","544","1","15922","JAK3"
"GO:BP","neuron death","GO:0070997","1","0","199","544","6","15922","LRRK2,HLA-F,ATP13A2,CX3CR1,ADAM8,TNFRSF21"
"GO:BP","RNA surveillance","GO:0071025","1","0","15","544","1","15922","XRN1"
"GO:BP","regulation of ubiquitin-protein transferase activity","GO:0051438","1","0","48","544","1","15922","DTX3L"
"GO:BP","stress-activated MAPK cascade","GO:0051403","1","0","241","544","11","15922","NOD2,TNFRSF11A,RIPK2,FAS,SCIMP,ZC3H12A,CYLD,EDN1,SLAMF1,NCF1,GADD45B"
"GO:BP","nuclear RNA surveillance","GO:0071027","1","0","14","544","1","15922","XRN1"
"GO:BP","neuron apoptotic process","GO:0051402","1","0","130","544","3","15922","CX3CR1,ADAM8,TNFRSF21"
"GO:BP","negative regulation of ubiquitin-protein transferase activity","GO:0051444","1","0","16","544","1","15922","DTX3L"
"GO:BP","nuclear mRNA surveillance","GO:0071028","1","0","14","544","1","15922","XRN1"
"GO:BP","negative regulation of neurotrophin TRK receptor signaling pathway","GO:0051387","1","0","2","544","1","15922","AGT"
"GO:BP","DNA conformation change","GO:0071103","1","0","246","544","14","15922","TOP2A,H2BC21,MCM6,PARP10,RECQL4,MCM7,HELLS,MCM4,MCM2,CENPM,NCAPG,CDCA5,OIP5,CENPU"
"GO:BP","response to interleukin-9","GO:0071104","1","0","10","544","2","15922","STAT1,JAK3"
"GO:BP","response to interleukin-11","GO:0071105","1","0","2","544","1","15922","SBNO2"
"GO:BP","regulation of neurotrophin TRK receptor signaling pathway","GO:0051386","1","0","6","544","1","15922","AGT"
"GO:BP","response to glucocorticoid","GO:0051384","1","0","33","544","4","15922","SSTR2,BCL2L11,FAM107A,IL1RN"
"GO:BP","histone mRNA catabolic process","GO:0071044","1","0","12","544","1","15922","XRN1"
"GO:BP","kinetochore organization","GO:0051383","1","0","15","544","1","15922","CDT1"
"GO:BP","regulation of meiotic cell cycle","GO:0051445","1","0","26","544","2","15922","CDC25A,HORMAD1"
"GO:BP","negative regulation of meiotic cell cycle","GO:0051447","1","0","11","544","1","15922","HORMAD1"
"GO:BP","negative regulation of cytoskeleton organization","GO:0051494","1","0","126","544","4","15922","SCIN,CDH5,TMSB10,BRCA1"
"GO:BP","regulation of cytoskeleton organization","GO:0051493","1","0","471","544","15","15922","P2RX7,PLEK,NRP1,CYLD,STAP1,SCIN,ATF5,CDH5,TMSB10,EDN1,FAM107A,RHOBTB3,BRCA1,KIF11,S100A10"
"GO:BP","regulation of stress fiber assembly","GO:0051492","1","0","76","544","2","15922","NRP1,S100A10"
"GO:BP","positive regulation of filopodium assembly","GO:0051491","1","0","25","544","1","15922","NRP1"
"GO:BP","regulation of filopodium assembly","GO:0051489","1","0","41","544","1","15922","NRP1"
"GO:BP","regulation of cytosolic calcium ion concentration","GO:0051480","1","0","284","544","16","15922","P2RX7,CXCL11,TRDN,CXCL10,CXCL9,CX3CR1,CAMK2D,GHRL,PML,SRI,CCRL2,P2RX4,CYSLTR1,EDN1,CXCR3,ANK2"
"GO:BP","positive regulation of meiotic cell cycle","GO:0051446","1","0","12","544","1","15922","CDC25A"
"GO:BP","positive regulation of cortisol secretion","GO:0051464","1","0","4","544","1","15922","GHRL"
"GO:BP","positive regulation of corticotropin secretion","GO:0051461","1","0","3","544","1","15922","GHRL"
"GO:BP","regulation of corticotropin secretion","GO:0051459","1","0","4","544","1","15922","GHRL"
"GO:BP","corticotropin secretion","GO:0051458","1","0","5","544","1","15922","GHRL"
"GO:BP","maintenance of protein location in nucleus","GO:0051457","1","0","20","544","1","15922","PML"
"GO:BP","regulation of intracellular pH","GO:0051453","1","0","77","544","4","15922","LRRK2,SLC11A1,ATP6V0D2,RAB20"
"GO:BP","intracellular pH reduction","GO:0051452","1","0","44","544","3","15922","SLC11A1,ATP6V0D2,RAB20"
"GO:BP","regulation of cortisol secretion","GO:0051462","1","0","4","544","1","15922","GHRL"
"GO:BP","negative regulation of oxidoreductase activity","GO:0051354","1","0","36","544","3","15922","LRRK2,PDK4,AOC3"
"GO:BP","positive regulation of oxidoreductase activity","GO:0051353","1","0","47","544","5","15922","GCH1,NOD2,AGT,EDN1,DHFR"
"GO:BP","negative regulation of transferase activity","GO:0051348","1","0","230","544","8","15922","WARS1,CEACAM1,DEPTOR,AGT,PKIB,LRP5,DTX3L,MVP"
"GO:BP","protein localization to chromatin","GO:0071168","1","0","25","544","1","15922","CDCA5"
"GO:BP","centrosome duplication","GO:0051298","1","0","61","544","1","15922","BRCA1"
"GO:BP","protein heterooligomerization","GO:0051291","1","0","67","544","2","15922","CD74,S100A10"
"GO:BP","protein heterotetramerization","GO:0051290","1","0","45","544","2","15922","CD74,S100A10"
"GO:BP","spindle assembly checkpoint","GO:0071173","1","0","33","544","1","15922","CDT1"
"GO:BP","mitotic spindle checkpoint","GO:0071174","1","0","33","544","1","15922","CDT1"
"GO:BP","DNA replication preinitiation complex assembly","GO:0071163","1","0","3","544","2","15922","CDC45,CDT1"
"GO:BP","cellular response to abiotic stimulus","GO:0071214","1","0","241","544","9","15922","IRF1,CD40,TLR8,PKD1L3,FAS,CDC25A,CARD16,TMEM109,ASIC1"
"GO:BP","positive regulation of sequestering of calcium ion","GO:0051284","1","0","15","544","2","15922","TRDN,SRI"
"GO:BP","negative regulation of sequestering of calcium ion","GO:0051283","1","0","107","544","7","15922","CXCL11,TRDN,CXCL10,CXCL9,CAMK2D,SRI,ANK2"
"GO:BP","regulation of sequestering of calcium ion","GO:0051282","1","0","108","544","7","15922","CXCL11,TRDN,CXCL10,CXCL9,CAMK2D,SRI,ANK2"
"GO:BP","positive regulation of release of sequestered calcium ion into cytosol","GO:0051281","1","0","34","544","4","15922","CXCL11,TRDN,CXCL10,CXCL9"
"GO:BP","negative regulation of release of sequestered calcium ion into cytosol","GO:0051280","1","0","13","544","2","15922","TRDN,SRI"
"GO:BP","regulation of release of sequestered calcium ion into cytosol","GO:0051279","1","0","65","544","7","15922","CXCL11,TRDN,CXCL10,CXCL9,CAMK2D,SRI,ANK2"
"GO:BP","protein homotetramerization","GO:0051289","1","0","71","544","5","15922","GBP5,DPYS,KCNJ2,B2M,TK1"
"GO:BP","positive regulation of cell cycle arrest","GO:0071158","1","0","78","544","6","15922","E2F8,E2F1,MUC1,PML,CDK1,BRCA1"
"GO:BP","centrosome separation","GO:0051299","1","0","14","544","1","15922","KIF11"
"GO:BP","cell division","GO:0051301","1","0","231","544","8","15922","SEPTIN4,E2F8,TAL1,CDC6,KIF18B,CDT1,ANLN,PRC1"
"GO:BP","positive regulation of transferase activity","GO:0051347","1","0","567","544","28","15922","PLAAT4,CD40,CD74,LRRK2,NOD2,TNFRSF11A,LMTK2,JAK2,AGT,ADAM8,RIPK2,SLC11A1,EPHB3,KLF4,GHRL,PKIB,CLSPN,RAPGEF2,STAP1,DSCC1,TNFAIP8L3,RALB,EDN1,NCF1,DTX3L,NRK,CDK1,GADD45B"
"GO:BP","negative regulation of hydrolase activity","GO:0051346","1","0","292","544","11","15922","LRRK2,SERPING1,LAMP3,HGF,KLRK1,AGT,KLF4,CARD16,MMP9,PKMYT1,BIRC5"
"GO:BP","positive regulation of hydrolase activity","GO:0051345","1","0","507","544","23","15922","ATP1B2,PSME2,AIM2,CD40,ITK,CCL13,PLEK,TNFSF10,PSME1,JAK2,RIPK2,CCL7,FAS,CCL15,RSU1,CCL8,MEFV,RASGRF1,RAPGEF2,CASP4,USP6NL,PMAIP1,S100A10"
"GO:BP","regulation of oxidoreductase activity","GO:0051341","1","0","100","544","8","15922","LRRK2,GCH1,NOD2,PDK4,AGT,AOC3,EDN1,DHFR"
"GO:BP","regulation of transferase activity","GO:0051338","1","0","829","544","40","15922","PLAAT4,CD40,WARS1,CD74,LRRK2,NOD2,CEACAM1,NLRC5,TNFRSF11A,DEPTOR,LMTK2,CCNE2,JAK2,AGT,ADAM8,RIPK2,SLC11A1,EPHB3,KLF4,GHRL,CDKN2C,CDC25A,CDC6,PKIB,CLSPN,RAPGEF2,STAP1,DSCC1,LRP5,TNFAIP8L3,RALB,EDN1,NCF1,DTX3L,NRK,PKMYT1,CDK1,MVP,GADD45B,CCNA2"
"GO:BP","regulation of hydrolase activity","GO:0051336","1","0","851","544","40","15922","ATP1B2,PSME2,AIM2,CD40,LRRK2,ITK,PSMB9,SERPING1,LAMP3,CCL13,PLEK,HGF,KLRK1,TNFSF10,ATP13A2,PSME1,JAK2,AGT,RIPK2,EPHB3,CCL7,FAS,PSMB8,CAMK2D,KLF4,CCL15,RSU1,CCL8,PLXNA2,MEFV,RASGRF1,RAPGEF2,CASP4,CARD16,USP6NL,MMP9,PKMYT1,BIRC5,PMAIP1,S100A10"
"GO:BP","meiotic cell cycle","GO:0051321","1","0","159","544","9","15922","TOP2A,MEIKIN,BCL2L11,CDC25A,RAD54L,SCIMP,HORMAD1,DMC1,XRCC2"
"GO:BP","regulation of cell cycle arrest","GO:0071156","1","0","103","544","6","15922","E2F8,E2F1,MUC1,PML,CDK1,BRCA1"
"GO:BP","attachment of mitotic spindle microtubules to kinetochore","GO:0051315","1","0","14","544","1","15922","CDT1"
"GO:BP","metaphase plate congression","GO:0051310","1","0","57","544","2","15922","CDT1,CDCA5"
"GO:BP","meiotic chromosome separation","GO:0051307","1","0","19","544","1","15922","TOP2A"
"GO:BP","mitotic sister chromatid separation","GO:0051306","1","0","58","544","2","15922","CDC6,CDT1"
"GO:BP","chromosome separation","GO:0051304","1","0","83","544","3","15922","TOP2A,CDC6,CDT1"
"GO:BP","establishment of chromosome localization","GO:0051303","1","0","64","544","2","15922","CDT1,CDCA5"
"GO:BP","regulation of cell division","GO:0051302","1","0","113","544","5","15922","E2F8,TAL1,CDC6,KIF18B,PRC1"
"GO:BP","positive regulation of cytoskeleton organization","GO:0051495","1","0","196","544","7","15922","P2RX7,PLEK,NRP1,STAP1,SCIN,EDN1,S100A10"
"GO:BP","negative regulation of nitric-oxide synthase biosynthetic process","GO:0051771","1","0","3","544","1","15922","EDN1"
"GO:BP","positive regulation of stress fiber assembly","GO:0051496","1","0","43","544","2","15922","NRP1,S100A10"
"GO:BP","demethylation","GO:0070988","1","0","61","544","3","15922","APOBEC3D,APOBEC3A,APOBEC3G"
"GO:BP","bicellular tight junction assembly","GO:0070830","1","0","50","544","2","15922","CDH5,MARVELD2"
"GO:BP","intraspecies interaction between organisms","GO:0051703","1","0","28","544","1","15922","CX3CR1"
"GO:BP","interaction with symbiont","GO:0051702","1","0","77","544","4","15922","IFI27,CCL8,ZC3H12A,IGF2R"
"GO:BP","interaction with host","GO:0051701","1","0","126","544","5","15922","CD74,IFITM2,IFITM1,PML,TRIM31"
"GO:BP","actin filament capping","GO:0051693","1","0","20","544","1","15922","SCIN"
"GO:BP","localization of cell","GO:0051674","1","0","1458","544","61","15922","ATP1B2,CD40,CD74,S1PR1,LRRK2,CXCL11,PDE4B,TBX21,CXCL10,CEACAM1,CCL13,AMOT,HGF,SELL,KLRK1,CXCL9,CHRD,TNFRSF11A,PADI2,CX3CR1,AGT,ADAM8,THBD,EPHB3,CCL7,GPR183,NRP1,VCAM1,ICAM1,HSD3B7,CD300H,MDGA1,SEMA6B,KLF4,CCL15,IFITM1,TNFSF18,CCL8,PLXNA2,LAMB3,ZC3H12A,CCRL2,P2RX4,DAB2,RAPGEF2,STAP1,MMP9,CDH5,ENPP2,ADORA3,TMSB10,EDN1,VEGFC,SDC2,MIR503,CDK1,FAM107A,HBEGF,CXCR3,SGPL1,ANLN"
"GO:BP","heterochromatin organization","GO:0070828","1","0","19","544","1","15922","HELLS"
"GO:BP","membrane disruption in other organism","GO:0051673","1","0","11","544","1","15922","GSDMD"
"GO:BP","basement membrane assembly","GO:0070831","1","0","13","544","1","15922","LAMB3"
"GO:BP","dehydroascorbic acid transport","GO:0070837","1","0","5","544","1","15922","SLC2A6"
"GO:BP","maintenance of location in cell","GO:0051651","1","0","85","544","5","15922","SPTBN4,PML,SRI,SCIN,TMSB10"
"GO:BP","divalent metal ion transport","GO:0070838","1","0","368","544","17","15922","P2RX7,CXCL11,TRDN,PDE4B,CXCL10,CXCL9,GRIN3A,SLC11A1,MCOLN2,CAMK2D,PML,SRI,CCL8,P2RX4,PLPP4,LILRA2,ANK2"
"GO:BP","divalent metal ion export","GO:0070839","1","0","1","544","1","15922","SLC11A1"
"GO:BP","inclusion body assembly","GO:0070841","1","0","19","544","1","15922","UBD"
"GO:BP","establishment of organelle localization","GO:0051656","1","0","339","544","4","15922","LRRK2,S100A13,CDT1,CDCA5"
"GO:BP","establishment of vesicle localization","GO:0051650","1","0","174","544","1","15922","LRRK2"
"GO:BP","hydrogen sulfide metabolic process","GO:0070813","1","0","8","544","1","15922","SQOR"
"GO:BP","interleukin-35-mediated signaling pathway","GO:0070757","1","0","11","544","3","15922","STAT1,JAK2,IL12RB2"
"GO:BP","response to interleukin-4","GO:0070670","1","0","13","544","2","15922","CD300LF,JAK3"
"GO:BP","positive regulation of nitric-oxide synthase biosynthetic process","GO:0051770","1","0","10","544","2","15922","NOD2,JAK2"
"GO:BP","response to interleukin-12","GO:0070671","1","0","49","544","4","15922","PSME2,IL12RB1,JAK2,IL12RB2"
"GO:BP","response to interleukin-15","GO:0070672","1","0","13","544","3","15922","IL15RA,IL15,JAK3"
"GO:BP","response to interleukin-18","GO:0070673","1","0","8","544","1","15922","IL18BP"
"GO:BP","response to cholesterol","GO:0070723","1","0","19","544","1","15922","GRAMD1B"
"GO:BP","multi-organism behavior","GO:0051705","1","0","30","544","1","15922","CX3CR1"
"GO:BP","regulation of nitric-oxide synthase biosynthetic process","GO:0051769","1","0","13","544","3","15922","NOD2,JAK2,EDN1"
"GO:BP","nitric-oxide synthase biosynthetic process","GO:0051767","1","0","13","544","3","15922","NOD2,JAK2,EDN1"
"GO:BP","meiotic sister chromatid cohesion, centromeric","GO:0051754","1","0","3","544","1","15922","MEIKIN"
"GO:BP","regulation of cell cycle","GO:0051726","1","0","1099","544","51","15922","IRF1,UBD,PSME2,PSMB9,FBXO6,PSME1,CCNE2,PSMB10,E2F2,E2F8,TOP2A,PSMB8,E2F1,CD28,MYBL2,RMI2,KLF4,MUC1,RRM2,CDKN2C,CDC45,TAL1,CDC25A,PML,CDC6,PCLAF,CLSPN,TICRR,CYLD,HORMAD1,ATF5,CDT1,LRP5,FEN1,EDN1,CDCA5,ZWINT,NRK,PKMYT1,MIR503,CDK1,FAM107A,ANLN,GADD45B,BRCA1,DTL,PRC1,MKI67,CCNA2,WDR76,KIF11"
"GO:BP","response to interleukin-6","GO:0070741","1","0","42","544","4","15922","PID1,STAT1,JAK2,SBNO2"
"GO:BP","digestive system development","GO:0055123","1","0","61","544","3","15922","EPHB3,AGR2,DNAAF1"
"GO:BP","regulation of killing of cells of other organism","GO:0051709","1","0","14","544","1","15922","P2RX7"
"GO:BP","cellular macromolecule localization","GO:0070727","1","0","1692","544","50","15922","GBP2,GBP5,GBP1,CD74,VAMP5,LRRK2,SEPTIN4,SNX10,LAMP3,PID1,TNFAIP2,AMOT,STX11,ATP13A2,EGR2,OPTN,IFI27,TESC,ABLIM3,NRP1,EXOC3L4,AGR2,E2F1,SPTBN4,NECAB2,RTP4,BCL2L11,PML,ZC3H12A,ACOT4,IFT122,DAB2,RAPGEF2,RAB20,SCIN,CDT1,USP6NL,RALB,TMSB10,CDCA5,NCF1,DTX3L,ARL4C,CDK1,REEP1,PMAIP1,ANLN,ANK2,GSTK1,S100A10"
"GO:BP","aggresome assembly","GO:0070842","1","0","5","544","1","15922","UBD"
"GO:BP","establishment of localization in cell","GO:0051649","1","0","447","544","16","15922","P2RX7,LRRK2,CXCL11,TRDN,CXCL10,HLA-DRB1,CXCL9,CAMK2D,PML,SRI,P2RX4,CDT1,LRP5,CDCA5,ZWINT,ANK2"
"GO:BP","vesicle localization","GO:0051648","1","0","182","544","1","15922","LRRK2"
"GO:BP","organelle assembly","GO:0070925","1","0","728","544","15","15922","MYOZ2,LRRK2,SNX10,ABLIM3,DNAAF1,CYLD,IFT122,RAB20,RALB,EDN1,CDK1,BIRC5,ANLN,BRCA1,KIF11"
"GO:BP","regulation of histone H3-K9 methylation","GO:0051570","1","0","17","544","1","15922","BRCA1"
"GO:BP","protein K48-linked ubiquitination","GO:0070936","1","0","54","544","2","15922","IFI27,DTX3L"
"GO:BP","regulation of histone H3-K4 methylation","GO:0051569","1","0","20","544","1","15922","BRCA1"
"GO:BP","histone H3-K4 methylation","GO:0051568","1","0","42","544","1","15922","BRCA1"
"GO:BP","histone H3-K9 methylation","GO:0051567","1","0","23","544","1","15922","BRCA1"
"GO:BP","positive regulation of histone H3-K4 methylation","GO:0051571","1","0","15","544","1","15922","BRCA1"
"GO:BP","interleukin-2 secretion","GO:0070970","1","0","8","544","1","15922","GBP1"
"GO:BP","positive regulation of mitochondrial calcium ion concentration","GO:0051561","1","0","9","544","1","15922","TGM2"
"GO:BP","mitochondrial calcium ion homeostasis","GO:0051560","1","0","21","544","1","15922","TGM2"
"GO:BP","protein localization to endoplasmic reticulum exit site","GO:0070973","1","0","7","544","1","15922","LRRK2"
"GO:BP","positive regulation of keratinocyte migration","GO:0051549","1","0","10","544","1","15922","MMP9"
"GO:BP","bone maturation","GO:0070977","1","0","16","544","1","15922","XYLT1"
"GO:BP","regulation of keratinocyte migration","GO:0051547","1","0","12","544","1","15922","MMP9"
"GO:BP","protein localization to endoplasmic reticulum","GO:0070972","1","0","132","544","2","15922","LRRK2,ANK2"
"GO:BP","regulation of production of small RNA involved in gene silencing by RNA","GO:0070920","1","0","17","544","1","15922","ZC3H12A"
"GO:BP","negative regulation of histone H3-K9 methylation","GO:0051573","1","0","6","544","1","15922","BRCA1"
"GO:BP","production of small RNA involved in gene silencing by RNA","GO:0070918","1","0","46","544","1","15922","ZC3H12A"
"GO:BP","mitochondrion localization","GO:0051646","1","0","32","544","1","15922","LRRK2"
"GO:BP","cellular localization","GO:0051641","1","0","2497","544","68","15922","GBP2,GBP5,TAP2,TAP1,GBP1,CD74,P2RX7,VAMP5,LRRK2,SEPTIN4,SNX10,CXCL11,TRDN,LAMP3,CXCL10,HLA-DRB1,PID1,PLEK,TNFAIP2,AMOT,STX11,ATP13A2,CXCL9,EGR2,LMTK2,OPTN,IFI27,TESC,ABLIM3,NRP1,EXOC3L4,AGR2,E2F1,CAMK2D,SPTBN4,NECAB2,RTP4,BCL2L11,PML,SRI,S100A13,ZC3H12A,P2RX4,ACOT4,IFT122,DAB2,RAPGEF2,RAB20,SCIN,CDT1,LRP5,USP6NL,RALB,TMSB10,CDCA5,NCF1,ZWINT,DTX3L,ARL4C,CDK1,REEP1,RHOBTB3,PMAIP1,ANLN,ANK2,DOP1A,GSTK1,S100A10"
"GO:BP","organelle localization","GO:0051640","1","0","523","544","8","15922","LRRK2,PLEK,STX11,S100A13,CDT1,RALB,CDCA5,CDK1"
"GO:BP","response to growth factor","GO:0070848","1","0","560","544","10","15922","HGF,CHRD,AGT,NRP1,KLF4,DAB2,RAPGEF2,CDH5,VEGFC,MIR503"
"GO:BP","regulation of calcineurin-NFAT signaling cascade","GO:0070884","1","0","32","544","1","15922","MYOZ2"
"GO:BP","detection of stimulus","GO:0051606","1","0","221","544","8","15922","C4B,HLA-DRB1,NOD2,HLA-B,SYT1,PKD1L3,RTP4,DTL"
"GO:BP","protein maturation","GO:0051604","1","0","238","544","7","15922","LRRK2,ADAM8,TESC,RIPK2,CTSS,CARD16,C1RL"
"GO:BP","proteolysis involved in cellular protein catabolic process","GO:0051603","1","0","630","544","22","15922","UBD,PSME2,LRRK2,PSMB9,FBXO6,LAMP3,TBX21,PSME1,PSMB10,NUB1,IFI27,UBE2L6,PSMB8,PML,RNF19B,CTSS,DAB2,CTSO,DTX3L,CDK1,PMAIP1,DTL"
"GO:BP","exocyst localization","GO:0051601","1","0","9","544","3","15922","TNFAIP2,EXOC3L4,RALB"
"GO:BP","meiotic recombination checkpoint","GO:0051598","1","0","3","544","1","15922","HORMAD1"
"GO:BP","response to calcium ion","GO:0051592","1","0","108","544","3","15922","SYT1,CAMK2D,SYT6"
"GO:BP","response to cAMP","GO:0051591","1","0","41","544","2","15922","STAT1,RAPGEF2"
"GO:BP","negative regulation of calcineurin-NFAT signaling cascade","GO:0070885","1","0","15","544","1","15922","MYOZ2"
"GO:BP","positive regulation of neurotransmitter transport","GO:0051590","1","0","19","544","1","15922","SYT1"
"GO:BP","regulation of neurotransmitter transport","GO:0051588","1","0","70","544","3","15922","LRRK2,SYT1,MCTP2"
"GO:BP","keratinocyte migration","GO:0051546","1","0","15","544","1","15922","MMP9"
"GO:BP","roof of mouth development","GO:0060021","1","0","35","544","1","15922","EPHB3"
"GO:BP","positive regulation of phagocytosis, engulfment","GO:0060100","1","0","9","544","2","15922","C3,STAP1"
"GO:BP","retina development in camera-type eye","GO:0060041","1","0","63","544","2","15922","NRP1,LRP5"
"GO:BP","positive regulation of dendritic spine development","GO:0060999","1","0","25","544","1","15922","C21ORF91"
"GO:BP","regulation of dendritic spine development","GO:0060998","1","0","47","544","2","15922","LRRK2,C21ORF91"
"GO:BP","enamel mineralization","GO:0070166","1","0","9","544","1","15922","FAM20A"
"GO:BP","dendritic spine morphogenesis","GO:0060997","1","0","44","544","2","15922","LRRK2,EPHB3"
"GO:BP","regulation of biomineral tissue development","GO:0070167","1","0","74","544","4","15922","P2RX7,S1PR1,TMEM119,ANKH"
"GO:BP","positive regulation of biomineral tissue development","GO:0070169","1","0","41","544","2","15922","P2RX7,TMEM119"
"GO:BP","regulation of dendritic spine morphogenesis","GO:0061001","1","0","31","544","1","15922","LRRK2"
"GO:BP","dendritic spine development","GO:0060996","1","0","62","544","3","15922","LRRK2,EPHB3,C21ORF91"
"GO:BP","endocrine hormone secretion","GO:0060986","1","0","26","544","3","15922","HCAR2,AGT,GHRL"
"GO:BP","angiogenesis involved in coronary vascular morphogenesis","GO:0060978","1","0","3","544","1","15922","NRP1"
"GO:BP","coronary vasculature morphogenesis","GO:0060977","1","0","12","544","1","15922","NRP1"
"GO:BP","coronary vasculature development","GO:0060976","1","0","23","544","1","15922","NRP1"
"GO:BP","left/right pattern formation","GO:0060972","1","0","7","544","1","15922","DNAAF1"
"GO:BP","negative regulation of gene silencing","GO:0060969","1","0","31","544","1","15922","ZC3H12A"
"GO:BP","kidney morphogenesis","GO:0060993","1","0","47","544","3","15922","LRRK2,STAT1,AGT"
"GO:BP","regulation of gene silencing","GO:0060968","1","0","147","544","2","15922","CDC45,ZC3H12A"
"GO:BP","cell differentiation involved in kidney development","GO:0061005","1","0","38","544","3","15922","STAT1,MTSS1,MMP9"
"GO:BP","positive regulation of adiponectin secretion","GO:0070165","1","0","2","544","1","15922","HCAR2"
"GO:BP","negative regulation of wound healing","GO:0061045","1","0","66","544","3","15922","CEACAM1,THBD,EDN1"
"GO:BP","negative regulation of chemokine-mediated signaling pathway","GO:0070100","1","0","6","544","1","15922","PADI2"
"GO:BP","positive regulation of chemokine-mediated signaling pathway","GO:0070101","1","0","3","544","1","15922","EDN1"
"GO:BP","interleukin-6-mediated signaling pathway","GO:0070102","1","0","28","544","2","15922","STAT1,JAK2"
"GO:BP","regulation of wound healing","GO:0061041","1","0","131","544","6","15922","CEACAM1,PLEK,THBD,ENPP4,EDN1,HBEGF"
"GO:BP","regulation of cartilage development","GO:0061035","1","0","37","544","1","15922","SCIN"
"GO:BP","hepaticobiliary system development","GO:0061008","1","0","40","544","4","15922","CEACAM1,E2F8,DNAAF1,FGL1"
"GO:BP","interleukin-27-mediated signaling pathway","GO:0070106","1","0","11","544","3","15922","STAT1,JAK2,IL27"
"GO:BP","membrane fusion","GO:0061025","1","0","141","544","7","15922","TAP2,TAP1,STX11,MYOF,TAPBP,PRRT2,RAB20"
"GO:BP","membrane organization","GO:0061024","1","0","791","544","27","15922","TAP2,TAP1,P2RX7,TRDN,STX11,MYOF,SYT1,TAPBP,E2F1,SPTBN4,RTP4,BCL2L11,PRRT2,C3,ATP8B1,ABCB1,DAB2,STAP1,RAB20,CDK1,REEP1,IGF2R,RHOBTB3,PMAIP1,HBEGF,ANK2,S100A10"
"GO:BP","positive regulation of mRNA catabolic process","GO:0061014","1","0","46","544","2","15922","ZC3H12A,GTPBP1"
"GO:BP","regulation of mRNA catabolic process","GO:0061013","1","0","189","544","11","15922","PSME2,PSMB9,PSME1,PSMB10,SLC11A1,PSMB8,E2F1,XRN1,SAMD4A,ZC3H12A,GTPBP1"
"GO:BP","adiponectin secretion","GO:0070162","1","0","6","544","1","15922","HCAR2"
"GO:BP","regulation of adiponectin secretion","GO:0070163","1","0","6","544","1","15922","HCAR2"
"GO:BP","establishment of endothelial barrier","GO:0061028","1","0","39","544","4","15922","ICAM1,RAPGEF2,CDH5,MARVELD2"
"GO:BP","cell growth involved in cardiac muscle cell development","GO:0061049","1","0","17","544","1","15922","EDN1"
