Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002474~antigen processing and presentation of peptide antigen via MHC class I	12	1.5267175572519083	1.2348556377637325E-8	HLA-DQB1, TAP2, TAP1, HLA-A, HLA-C, ERAP2, HLA-B, HLA-E, HLA-G, TAPBP, HLA-F, B2M	683	30	16792	9.834260614934115	3.7328989482499075E-5	3.393602080459246E-6	2.2254625708928444E-5
GOTERM_BP_DIRECT	GO:0006260~DNA replication	25	3.1806615776081424	1.6397449335251798E-8	CLSPN, TICRR, MCM10, CDT1, CDC45, MCM7, POLE2, ORC1, FEN1, RECQL4, EXO1, CDK1, GINS2, CDC6, DTL, RMI2, MCM2, MCM4, BRCA1, MCM5, CDC25A, MCM6, RRM2, CHAF1B, DSCC1	683	155	16792	3.965427667312143	4.9568261054955265E-5	4.130782268463307E-6	2.955155825601352E-5
GOTERM_BP_DIRECT	GO:0050776~regulation of immune response	26	3.307888040712468	6.07341774319132E-8	ICAM1, IFITM1, C3, SELL, ICAM2, HLA-A, CD1C, KLRK1, SLAMF6, HLA-C, CD1A, HLA-B, CD40, SLAMF7, CXADR, HLA-E, HLA-G, B2M, HLA-F, VCAM1, LILRA1, IRF7, CLEC2B, IRF1, CD300LF, BCL6	683	178	16792	3.591162584105154	1.8358257070927309E-4	1.4122932889826245E-5	1.0945537167739161E-4
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	17	2.1628498727735366	7.551590234666254E-8	HLA-DQB1, HLA-DQB2, LYN, HLA-DRB1, CTLA4, KLRK1, HLA-DQA1, PDCD1LG2, PDCD1, TNFSF13B, CD80, CD274, HLA-DRB5, HLA-DPA1, HLA-DPB1, HLA-DRA, CD28	683	78	16792	5.358411232496152	2.2825852635777188E-4	1.6305908578706507E-5	1.3609503676237367E-4
GOTERM_BP_DIRECT	GO:0009615~response to virus	20	2.5445292620865136	8.617058626768755E-8	BATF3, IFIH1, IFITM1, CYP1A1, IFITM2, TBX21, IFITM3, CCL8, RSAD2, OAS2, CCL5, TRIM22, TLR8, ISG20, IFIT3, IFIT2, DDX60, IRF7, IL12A, STMN1	683	110	16792	4.470118461333689	2.6045976783650726E-4	1.7366095432458373E-5	1.5529693319082938E-4
GOTERM_BP_DIRECT	GO:0007165~signal transduction	85	10.814249363867685	1.460725129547051E-7	F2RL3, NRP1, SLC20A1, CRHBP, IQGAP3, PDE3B, IL15, CXCL11, TNFSF18, PDCD1, FLT3LG, CXCL10, TNFRSF11A, LILRA2, ANK2, WWP1, PDE4B, RALB, IL15RA, CSF2RB, FAS, DEPDC7, GTPBP1, RSU1, SIT1, LYN, OPTN, VEGFC, CD38, TNFAIP6, THBD, TNFSF13B, RASGRF1, IGF2R, ITGB1BP2, RIPK2, ASB2, NRGN, STMN1, SRI, PLPP4, TNFRSF21, CXCL5, LITAF, C3, CXCL9, KLRK1, CCL8, KITLG, SP110, FAM13A, CD74, CCL7, SCARF1, LGALS3BP, TAGAP, IL12RB1, DAPP1, CD69, HLA-DOA, HLA-DOB, LY75, ITK, SECTM1, EPAS1, ASIC1, CCL15, APPL2, SLAMF1, CCL18, TNFSF8, APOL3, P2RX4, LYVE1, CCL13, TNFSF10, CD274, NLRP12, DIAPH2-AS1, HIVEP2, HBEGF, JAK2, ANTXR1, ARAP2, PLCXD2	683	1161	16792	1.7999831013552965	4.4147975809238904E-4	2.759819659858831E-5	2.6325226180068384E-4
GOTERM_BP_DIRECT	GO:0034341~response to interferon-gamma	10	1.2722646310432568	2.155798453041101E-7	CIITA, SLC11A1, MEFV, IFITM1, NUB1, IFITM2, IFITM3, UBD, CALCOCO2, GCH1	683	24	16792	10.244021473889703	6.514856336328201E-4	3.833443831158245E-5	3.8851832659947405E-4
GOTERM_BP_DIRECT	GO:0006270~DNA replication initiation	11	1.3994910941475827	3.2777139484459434E-7	CCNE2, CDC6, CDC45, MCM7, POLE2, MCM2, MCM10, MCM4, ORC1, MCM5, MCM6	683	32	16792	8.451317715959005	9.903623560506558E-4	5.5045878746606824E-5	5.907095444679378E-4
GOTERM_BP_DIRECT	GO:0002480~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	7	0.8905852417302799	3.322350183852634E-7	HLA-A, HLA-C, HLA-B, HLA-E, HLA-G, HLA-F, B2M	683	9	16792	19.122173417927446	0.0010038424401517254	5.2858951727907666E-5	5.987538632901135E-4
GOTERM_BP_DIRECT	GO:0006952~defense response	15	1.9083969465648856	3.868796998896142E-7	CYSLTR1, CXCL9, IL32, COLEC12, HLA-B, CD74, SP140, IL31RA, NOD2, LILRA1, LILRA2, LILRB3, TAP1, HCP5, ACOD1	683	67	16792	5.504250344179541	0.0011688539166525569	5.847516821877452E-5	6.972341698330276E-4
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	17	2.1628498727735366	8.153497034445137E-7	HLA-DQB1, HLA-DQB2, KIF11, HLA-DRB1, KIF15, CTSS, HLA-DMB, HLA-DMA, HLA-DQA1, CD74, HLA-DRB5, HLA-DPA1, HLA-DPB1, HLA-DOA, KIF26A, HLA-DOB, HLA-DRA	683	92	16792	4.543000827551086	0.0024617680251539653	1.1736469119127957E-4	0.001469416980404148
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	15	1.9083969465648856	1.166683098739861E-6	TLR10, PTGER4, CCL8, IL15, CCL5, TNFSF18, CCL15, TLR7, CCL18, CCL7, CCL13, AGT, NLRP12, TGM2, JAK2	683	73	16792	5.0518462063017715	0.003520672910905853	1.603001080511257E-4	0.0021025810428954017
GOTERM_BP_DIRECT	GO:0032729~positive regulation of interferon-gamma production	12	1.5267175572519083	1.665415682515765E-6	IL12RB2, SLC11A1, IL12RB1, PDE4B, TICAM2, KLRK1, HLA-A, IL12A, SLAMF6, RIPK2, HLA-DPA1, HLA-DPB1	683	46	16792	6.4136482271309445	0.005021903665906491	2.1886977496876625E-4	0.0030013776516457646
GOTERM_BP_DIRECT	GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle	9	1.1450381679389312	2.0262081067795186E-6	BACH1, CDK1, CDC6, TYMS, CDC45, DHFR, RRM2, ORC1, CDT1	683	23	16792	9.620472340696416	0.00610651231361603	2.5518548931702245E-4	0.003651579073615796
GOTERM_BP_DIRECT	GO:0019885~antigen processing and presentation of endogenous peptide antigen via MHC class I	6	0.7633587786259541	2.1371114029934137E-6	TAP2, TAP1, HLA-A, ERAP2, TAPBP, B2M	683	7	16792	21.073415603430245	0.006439670547668808	2.583863994642943E-4	0.0038514424481106424
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	13	1.653944020356234	2.412269006774533E-6	CIITA, GBP6, GBP5, EDN1, CCL8, CCL5, CCL15, CCL7, CCL18, CCL13, IL12RB1, HLA-DPA1, ACOD1	683	57	16792	5.607253859392259	0.007265773711382595	2.8043367123886664E-4	0.004347313611507975
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	22	2.7989821882951653	3.1650988802396097E-6	TNFRSF21, CXCL5, CYP1A1, PTGER4, EDN1, CXCL9, IDO1, CD40, CXCL11, GCH1, CXCL10, IL12RB2, VCAM1, SLC11A1, P2RX7, THBD, TNFRSF11A, IL18BP, IL12A, CSF2RB, JAK2, FAS	683	164	16792	3.298075206227904	0.009522480344216766	3.5431162631971436E-4	0.005704002846618206
GOTERM_BP_DIRECT	GO:0001916~positive regulation of T cell mediated cytotoxicity	7	0.8905852417302799	5.900047540799928E-6	P2RX7, IL12RB1, HLA-A, IL12A, HLA-B, HLA-E, B2M	683	13	16792	13.238427750872846	0.017677778188256887	6.367934585036483E-4	0.010632560273582392
GOTERM_BP_DIRECT	GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	13	1.653944020356234	7.280888887544287E-6	PSMB10, PSME1, NCF1, PSME2, HLA-A, HLA-C, HLA-B, HLA-E, PSMB8, HLA-G, PSMB9, HLA-F, B2M	683	63	16792	5.073229682307281	0.021769750024980827	7.586847163478794E-4	0.013120840064761996
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	18	2.2900763358778624	8.726383081734951E-6	CXCL5, CYSLTR1, ENPP2, CXCL9, CCL8, CXCR3, CXCL11, CCL5, CCL15, CCL18, CCL7, CXCL10, CCRL2, TYMP, CCL13, S1PR1, CX3CR1, AMOT	683	122	16792	3.6273912104265174	0.026035059295137275	8.789458724849375E-4	0.015725561801460675
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	17	2.1628498727735366	1.29817565827722E-5	ICAM1, SBNO2, STAP1, LITAF, KLRK1, CD40, TLR5, CMPK2, B2M, CXCL10, CD80, PDE4B, CX3CR1, TICAM2, IL12A, ZC3H12A, ACOD1	683	113	16792	3.69872633747522	0.03848403024255487	0.0012651379044864575	0.023393199699961453
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	12	1.5267175572519083	2.549968419644389E-5	VCAM1, TNFSF13B, CD274, IL12A, HLA-DPA1, IL15, JAK3, HLA-DPB1, HLA-DMB, CCL5, PDCD1LG2, CD28	683	60	16792	4.917130307467057	0.07419025848303518	0.00240605480412448	0.04594568181438552
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	13	1.653944020356234	2.595690902905213E-5	CXCL5, CXCL9, CCL8, CXCR3, CXCL11, CCL5, CCL15, CCL7, CCL18, CXCL10, CCRL2, CCL13, CX3CR1	683	71	16792	4.5015981688078694	0.07546905299784235	0.002375016217924575	0.04676933381767556
GOTERM_BP_DIRECT	GO:0050852~T cell receptor signaling pathway	19	2.4173027989821882	3.19739327080739E-5	HLA-DQB1, PSMB10, TNFRSF21, HLA-DQB2, ITK, HLA-DRB1, HLA-DQA1, PSMB8, PSMB9, BTN3A1, PSME1, PSME2, PDE4B, RIPK2, HLA-DRB5, HLA-DPA1, HLA-DPB1, HLA-DRA, CD28	683	148	16792	3.1562660757389898	0.09213423196046111	0.0028388670058026033	0.057607897628730864
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	16	2.035623409669211	3.781701696002115E-5	PID1, TNFRSF21, ICAM1, CRHBP, EDN1, CCL8, CCL5, CCL15, BRCA1, CCL18, CCL7, VCAM1, CCL13, IL18BP, ZC3H12A, ACOD1	683	110	16792	3.576094769066951	0.10803020043153655	0.003261042753740284	0.06813207907023777
GOTERM_BP_DIRECT	GO:0007067~mitotic nuclear division	25	3.1806615776081424	7.704994130824594E-5	CDC6, CDK1, KIF11, CCNF, KIF15, NUF2, PKMYT1, NDC80, BIRC5, DYNLT1, ANLN, AURKB, HGF, CDC25A, EML4, SPC24, SPC25, OIP5, NCAPG2, BUB1B, CDCA5, CCNA2, HELLS, CDCA3, ERCC6L	683	248	16792	2.4783922920700894	0.20779172348961883	0.006449416721303058	0.13876875357300422
GOTERM_BP_DIRECT	GO:0045071~negative regulation of viral genome replication	9	1.1450381679389312	1.7242253133749983E-4	APOBEC3A, IFITM1, IFITM2, IFITM3, RSAD2, APOBEC3G, PARP10, CCL5, ISG20	683	40	16792	5.531771595900439	0.4062389145541202	0.013989821537188418	0.31028512959448973
GOTERM_BP_DIRECT	GO:0016525~negative regulation of angiogenesis	11	1.3994910941475827	1.818000397736894E-4	AGT, CX3CR1, PML, PDE3B, AMOT, NPR1, GHRL, CXCR3, STAT1, THBS2, CXCL10	683	62	16792	4.361970434043357	0.42283753477662833	0.014359885459577892	0.32713444223533283
GOTERM_BP_DIRECT	GO:0007062~sister chromatid cohesion	14	1.7811704834605597	2.7003877778245054E-4	SPC24, SPC25, CENPM, MAD2L1, ZWINT, NUF2, BUB1B, BIRC5, NDC80, CENPU, AURKB, CENPK, CDCA5, ERCC6L	683	103	16792	3.3417390439096506	0.5579964941222655	0.020716692732472675	0.4855482965117286
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	19	2.4173027989821882	2.7999761066763103E-4	ICAM1, TNFAIP8L3, GPR183, NRP1, CYSLTR2, CCL8, CCL5, SCIMP, CCL15, SLAMF1, CD74, CCL18, CCL7, GLIPR2, NOD2, CCL13, CAMK2D, RIPK2, RAPGEF2	683	175	16792	2.6692993097678315	0.5711084969785385	0.020941401197102638	0.5034123175502336
GOTERM_BP_DIRECT	GO:0007267~cell-cell signaling	24	3.0534351145038165	2.8786712260350827E-4	GAL3ST4, NRP1, CXCL5, ADGRE5, EDN1, CXCL9, CCL8, IL15, CXCL11, CCL5, TNFSF18, CCL15, CCL7, CCL18, CXCL10, TNFSF8, TNFAIP6, SSTR2, TNFSF10, CCL13, TNFRSF11A, CD80, AGT, TSPAN32	683	254	16792	2.323053688567114	0.5811940487611653	0.02100426211147155	0.5175264002521329
GOTERM_BP_DIRECT	GO:0035456~response to interferon-beta	5	0.6361323155216284	2.8860657897415384E-4	IFITM1, IFITM2, IFITM3, XAF1, STAT1	683	9	16792	13.658695298519604	0.5821294615188679	0.020561470182405173	0.5188525286757617
GOTERM_BP_DIRECT	GO:0070234~positive regulation of T cell apoptotic process	5	0.6361323155216284	2.8860657897415384E-4	LGALS17A, ICAM1, IDO1, CCL5, PDCD1	683	9	16792	13.658695298519604	0.5821294615188679	0.020561470182405173	0.5188525286757617
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	15	1.9083969465648856	3.0610718846277904E-4	PSMB10, TNFRSF21, CD40, STAT1, TNFSF18, AIM2, PSMB8, PSMB9, TNFRSF11A, TNFSF13B, PSME1, PSME2, JAK2, FAS, EDA	683	118	16792	3.1252946869494007	0.6036682593914381	0.021293367394802476	0.5502329495439717
GOTERM_BP_DIRECT	GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation	12	1.5267175572519083	4.6410655505209027E-4	OSM, ICAM1, VEGFC, NRP1, CD80, ENPP2, AGT, RIPK2, KITLG, JAK2, HGF, CD74	683	82	16792	3.5979002249758953	0.7542203278574062	0.031390393850877496	0.8331193940785186
GOTERM_BP_DIRECT	GO:0006268~DNA unwinding involved in DNA replication	5	0.6361323155216284	4.655759437125953E-4	MCM7, MCM2, MCM4, TOP2A, MCM6	683	10	16792	12.292825768667642	0.7553101561184071	0.030799370277635907	0.8357466577373018
GOTERM_BP_DIRECT	GO:0097190~apoptotic signaling pathway	11	1.3994910941475827	5.625508578293102E-4	TNFRSF21, P2RX4, CD38, SGPL1, P2RX7, IFI27, TNFRSF11A, TICAM2, FAS, CD40, CD28	683	71	16792	3.80904460437589	0.817511798473028	0.03630437635019157	1.0089923192774353
GOTERM_BP_DIRECT	GO:0002503~peptide antigen assembly with MHC class II protein complex	4	0.5089058524173028	6.273128875441252E-4	HLA-DRB1, HLA-DMB, HLA-DMA, HLA-DRA	683	5	16792	19.66852122986823	0.8499762877333481	0.0395572393377942	1.124530421952552
GOTERM_BP_DIRECT	GO:0050707~regulation of cytokine secretion	5	0.6361323155216284	7.081755529089938E-4	TLR10, LYN, SOCS1, TLR5, TLR8	683	11	16792	11.175296153334221	0.8825300932341831	0.04363544607213887	1.2686139162720766
GOTERM_BP_DIRECT	GO:0043950~positive regulation of cAMP-mediated signaling	5	0.6361323155216284	0.0010282726611281182	CXCL9, CXCR3, CXCL11, RAPGEF2, CXCL10	683	12	16792	10.244021473889703	0.9554020563478104	0.061498444820878406	1.837028487026593
GOTERM_BP_DIRECT	GO:0032693~negative regulation of interleukin-10 production	5	0.6361323155216284	0.0010282726611281182	CD274, DLL1, IDO1, JAK3, PDCD1LG2	683	12	16792	10.244021473889703	0.9554020563478104	0.061498444820878406	1.837028487026593
GOTERM_BP_DIRECT	GO:0008283~cell proliferation	29	3.689567430025445	0.0010333530661911976	E2F8, KITLG, AURKB, MCM10, CD74, ISG20, TYMS, DAB2, MCM7, IL15RA, GNG2, BHLHE41, OCA2, CDK1, CYP1A1, MKI67, KIF15, PIM1, APPL2, CDC25A, TACC2, TNFSF8, OSM, GLUL, UHRF1, TNFSF13B, RASGRF1, BUB1B, TCF19	683	366	16792	1.9480434278216485	0.9560824575988451	0.06059523103252684	1.8460250824793079
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	10	1.2722646310432568	0.0011912069078910317	VCAM1, CCL13, CXCL5, CXCL9, CCL8, HBEGF, HGF, CCL5, CCL15, CXCL10	683	65	16792	3.7824079288208132	0.9727626195086961	0.06821231259234806	2.125171611757626
GOTERM_BP_DIRECT	GO:0030816~positive regulation of cAMP metabolic process	4	0.5089058524173028	0.0012167257088870342	CXCL9, CXCR3, CXCL11, CXCL10	683	6	16792	16.390434358223523	0.9747871449051801	0.06833032018495311	2.1702282346668045
GOTERM_BP_DIRECT	GO:0045345~positive regulation of MHC class I biosynthetic process	4	0.5089058524173028	0.0012167257088870342	CIITA, NLRC5, PML, NLRP12	683	6	16792	16.390434358223523	0.9747871449051801	0.06833032018495311	2.1702282346668045
GOTERM_BP_DIRECT	GO:0016045~detection of bacterium	5	0.6361323155216284	0.0014378240029262138	NOD2, HLA-DRB1, HLA-A, HLA-DRB5, HLA-B	683	13	16792	9.456019822052033	0.9870889241183135	0.07879182832236697	2.5597854733973135
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	8	1.0178117048346056	0.0015911962831813289	ICAM1, P2RX4, AGT, EDN1, KLRK1, JAK2, TLR5, KLF4	683	43	16792	4.574074704620518	0.9918848078821657	0.08529024386983863	2.8291537914236553
GOTERM_BP_DIRECT	GO:0007259~JAK-STAT cascade	7	0.8905852417302799	0.001611292456270606	NMI, SOCS1, IL15RA, JAK2, STAT1, STAT2, IL31RA	683	32	16792	5.378111273792094	0.9923638793105256	0.08481945791532441	2.8643966151701283
GOTERM_BP_DIRECT	GO:0009607~response to biotic stimulus	5	0.6361323155216284	0.0019487270365309284	PRRT2, IFITM1, IFITM2, IFITM3, CCL18	683	14	16792	8.780589834762603	0.9972516355143518	0.09994471901466362	3.454358165927407
GOTERM_BP_DIRECT	GO:2000427~positive regulation of apoptotic cell clearance	4	0.5089058524173028	0.002065081986177998	C4A, C4B, C3, C2	683	7	16792	14.048943735620163	0.9980679962845265	0.10383886675615717	3.6570041339553327
GOTERM_BP_DIRECT	GO:0002455~humoral immune response mediated by circulating immunoglobulin	4	0.5089058524173028	0.002065081986177998	EXO1, HLA-DQB1, HLA-DRB1, HLA-DRB5	683	7	16792	14.048943735620163	0.9980679962845265	0.10383886675615717	3.6570041339553327
GOTERM_BP_DIRECT	GO:0002481~antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	4	0.5089058524173028	0.002065081986177998	TAP2, TAP1, ABCB1, B2M	683	7	16792	14.048943735620163	0.9980679962845265	0.10383886675615717	3.6570041339553327
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	10	1.2722646310432568	0.0022375384685200898	ICAM1, CCL13, EDN1, CCL8, ZC3H12A, CCL5, ACOD1, CCL15, CCL7, CCL18	683	71	16792	3.4627678221598996	0.998854206124135	0.11019479964792944	3.9566187206726333
GOTERM_BP_DIRECT	GO:0051301~cell division	27	3.435114503816794	0.0022803639923398623	SPC24, CCNE2, SPC25, NCAPH, CDCA7, OIP5, NCAPG, NCAPG2, CCNA2, CDCA5, HELLS, CDCA3, ERCC6L, CDC6, CDK1, KIF11, CCNF, NUF2, KIF18B, DYNLT1, BIRC5, NDC80, CDC25A, MCM5, MAD2L1, ZWINT, BUB1B	683	350	16792	1.8966074043087222	0.9989936367699993	0.11039086625184125	4.030884453635563
GOTERM_BP_DIRECT	GO:0006508~proteolysis	35	4.4529262086514	0.002352100782960819	SRI, ECEL1, CNDP2, C3, MMP9, ADAMTS15, C1R, C1S, MMP25, CASP4, CASP7, FCN1, FBXO6, STAMBPL1, PGA3, ERAP2, FGL2, PGA4, PGA5, C2, LONRF1, ADAM8, ADGB, C4A, C4B, CFB, TRABD2A, HGF, CTSS, LAP3, GGT5, C1QB, CTSO, C1RL, UBD	683	500	16792	1.72099560761347	0.9991902427058327	0.11187809635629575	4.155165047834131
GOTERM_BP_DIRECT	GO:0009308~amine metabolic process	4	0.5089058524173028	0.00320473505045902	VCAM1, CYP1A1, SULT1C2, AOC3	683	8	16792	12.292825768667644	0.9999389288452541	0.1470661578123048	5.620720559173719
GOTERM_BP_DIRECT	GO:0010818~T cell chemotaxis	4	0.5089058524173028	0.00320473505045902	GPR183, CXCR3, CXCL11, CXCL10	683	8	16792	12.292825768667644	0.9999389288452541	0.1470661578123048	5.620720559173719
GOTERM_BP_DIRECT	GO:2001238~positive regulation of extrinsic apoptotic signaling pathway	6	0.7633587786259541	0.003521620334990711	CYLD, TNFSF10, BCL2L14, AGT, PML, G0S2	683	26	16792	5.67361189323122	0.9999766437918152	0.15802962321405056	6.1599855825336896
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	17	2.1628498727735366	0.003651267843935985	SAT1, TNFRSF21, ITK, CXCL9, CD40, CXCL11, BRCA1, CXCL10, TAL1, CDCA7, AGT, PLCD3, GHRL, BCL6, JAK2, FAS, RAPGEF2	683	185	16792	2.25922203316054	0.9999842391702917	0.16098235098343638	6.379775452422242
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	22	2.7989821882951653	0.0040931123042105754	CD101, CYSLTR1, IFITM1, ADGRE5, EDN1, NPR1, ADGRG5, CXCR3, CXCL10, IL12RB2, IGSF6, P2RX7, TNFSF10, CD37, LILRA1, AGT, LILRB3, CD274, ADGRE4P, TSPAN32, LAG3, CD28	683	274	16792	1.974030415406483	0.9999958767580664	0.17612161968504125	7.125182490793025
